image,expected_text,predicted_v1,predicted_v2,detected,score,v1_exact_match,v2_exact_match,v1_char_accuracy,v2_char_accuracy,better_model,bbox,output_image
0186781609195-90_85-173&525_450&616-462&615_180&614_177&531_459&532-0_0_11_24_23_32_27-130-50.jpg,皖AM0Z83,皖AM0Z83,皖AM0Z83,True,0.8414,True,True,1.0,1.0,same,"[161, 528, 471, 618]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0186781609195-90_85-173&525_450&616-462&615_180&614_177&531_459&532-0_0_11_24_23_32_27-130-50.jpg
0186781609195-94_81-220&540_448&640-445&636_227&610_213&531_431&557-0_0_24_24_11_26_25-153-8.jpg,皖A00M21,皖A00M21,皖A00M21,True,0.8317,True,True,1.0,1.0,same,"[216, 537, 452, 639]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0186781609195-94_81-220&540_448&640-445&636_227&610_213&531_431&557-0_0_24_24_11_26_25-153-8.jpg
0186901340996-92_83-241&387_481&480-477&479_245&458_234&381_466&402-0_0_13_24_28_27_25-44-20.jpg,皖AP0431,皖AP0431,皖AP0431,True,0.8437,True,True,1.0,1.0,same,"[225, 381, 482, 483]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0186901340996-92_83-241&387_481&480-477&479_245&458_234&381_466&402-0_0_13_24_28_27_25-44-20.jpg
0186949233717-90_96-220&428_457&503-437&512_228&508_238&422_447&426-0_0_18_31_30_31_0-165-27.jpg,皖AU767A,皖AU767A,皖AU767A,True,0.84,True,True,1.0,1.0,same,"[217, 421, 448, 514]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0186949233717-90_96-220&428_457&503-437&512_228&508_238&422_447&426-0_0_18_31_30_31_0-165-27.jpg
0186949233717-92_87-190&557_413&643-420&656_193&632_188&550_415&574-10_0_24_24_10_4_25-98-25.jpg,苏A00LE1,苏A00LE1,苏A00LE1,True,0.8461,True,True,1.0,1.0,same,"[179, 554, 428, 660]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0186949233717-92_87-190&557_413&643-420&656_193&632_188&550_415&574-10_0_24_24_10_4_25-98-25.jpg
0187045019157-95_75-173&452_401&545-417&552_176&523_158&437_399&466-0_0_0_3_29_33_30-139-48.jpg,皖AAD596,皖AAD596,皖AAD596,True,0.8439,True,True,1.0,1.0,same,"[160, 445, 413, 545]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187045019157-95_75-173&452_401&545-417&552_176&523_158&437_399&466-0_0_0_3_29_33_30-139-48.jpg
0187068965517-90_89-203&477_481&553-478&557_193&552_185&462_470&467-0_0_27_31_30_10_31-136-33.jpg,皖A376L7,皖A376L7,皖A376L7,True,0.8443,True,True,1.0,1.0,same,"[173, 460, 486, 559]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187068965517-90_89-203&477_481&553-478&557_193&552_185&462_470&467-0_0_27_31_30_10_31-136-33.jpg
0187068965517-93_83-409&441_646&532-634&532_412&512_424&436_646&456-0_0_31_26_26_33_24-172-21.jpg,皖A72290,皖A72290,皖A72290,True,0.8395,True,True,1.0,1.0,same,"[400, 435, 647, 535]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187068965517-93_83-409&441_646&532-634&532_412&512_424&436_646&456-0_0_31_26_26_33_24-172-21.jpg
0187176724138-87_90-324&341_537&433-544&433_329&446_320&350_535&337-0_0_9_22_29_24_27-98-27.jpg,皖AKY503,皖AKY503,皖AKY503,True,0.8472,True,True,1.0,1.0,same,"[317, 341, 553, 446]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187176724138-87_90-324&341_537&433-544&433_329&446_320&350_535&337-0_0_9_22_29_24_27-98-27.jpg
0187260536398-90_93-334&429_569&519-586&512_332&512_334&426_588&426-0_0_4_24_9_24_33-93-39.jpg,皖AE0K09,皖AE0K09,皖AE0K09,True,0.832,True,True,1.0,1.0,same,"[322, 425, 597, 518]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187260536398-90_93-334&429_569&519-586&512_332&512_334&426_588&426-0_0_4_24_9_24_33-93-39.jpg
0187284482759-90_89-277&442_544&521-540&531_270&529_273&439_543&441-0_0_33_24_17_33_33-64-23.jpg,皖A90T99,皖A90T99,皖A90T99,True,0.8318,True,True,1.0,1.0,same,"[260, 439, 551, 528]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187284482759-90_89-277&442_544&521-540&531_270&529_273&439_543&441-0_0_33_24_17_33_33-64-23.jpg
01875-90_76-292&428_590&525-590&520_328&516_292&434_554&438-0_0_10_27_27_28_8-58-20.jpg,皖AL334J,皖AL334J,皖AL334J,True,0.8249,True,True,1.0,1.0,same,"[291, 430, 591, 526]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\01875-90_76-292&428_590&525-590&520_328&516_292&434_554&438-0_0_10_27_27_28_8-58-20.jpg
018753591954-90_87-227&479_478&569-480&564_229&568_225&476_476&472-0_0_8_28_25_32_30-106-27.jpg,皖AJ4186,皖AJ4186,皖AJ4186,True,0.8466,True,True,1.0,1.0,same,"[214, 473, 490, 571]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\018753591954-90_87-227&479_478&569-480&564_229&568_225&476_476&472-0_0_8_28_25_32_30-106-27.jpg
018753591954-91_90-197&341_442&428-452&422_204&428_202&343_450&337-0_0_9_30_27_33_4-145-76.jpg,皖AK639E,皖AK639E,皖AK639E,True,0.8232,True,True,1.0,1.0,same,"[175, 337, 464, 430]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\018753591954-91_90-197&341_442&428-452&422_204&428_202&343_450&337-0_0_9_30_27_33_4-145-76.jpg
0187679597702-90_76-385&340_678&409-673&420_407&423_390&341_656&338-0_0_25_24_2_24_32-132-138.jpg,皖A10C08,皖A10C08,皖A10C08,True,0.8229,True,True,1.0,1.0,same,"[386, 335, 676, 427]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187679597702-90_76-385&340_678&409-673&420_407&423_390&341_656&338-0_0_25_24_2_24_32-132-138.jpg
0187715517241-91_83-222&524_457&616-464&614_225&604_209&524_448&534-0_0_5_29_17_26_29-117-64.jpg,皖AF5T25,皖AF5T25,皖AF5T25,True,0.8364,True,True,1.0,1.0,same,"[205, 523, 470, 619]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187715517241-91_83-222&524_457&616-464&614_225&604_209&524_448&534-0_0_5_29_17_26_29-117-64.jpg
0187715517241-91_86-199&494_459&569-464&575_209&584_209&492_464&483-0_0_3_29_31_31_6-76-25.jpg,皖AD577G,皖AD577G,皖AD577G,True,0.8461,True,True,1.0,1.0,same,"[188, 486, 470, 587]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187715517241-91_86-199&494_459&569-464&575_209&584_209&492_464&483-0_0_3_29_31_31_6-76-25.jpg
0187739463602-90_86-230&507_510&589-502&592_231&590_233&499_504&501-0_0_29_0_27_30_32-84-18.jpg,皖A5A368,皖A5A368,皖A5A368,True,0.8454,True,True,1.0,1.0,same,"[218, 500, 512, 595]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187739463602-90_86-230&507_510&589-502&592_231&590_233&499_504&501-0_0_29_0_27_30_32-84-18.jpg
0187739463602-92_86-233&443_475&535-475&535_231&526_227&443_471&452-0_0_28_32_31_5_32-172-41.jpg,皖A487F8,皖A487F8,皖A487F8,True,0.8452,True,True,1.0,1.0,same,"[219, 442, 483, 536]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187739463602-92_86-233&443_475&535-475&535_231&526_227&443_471&452-0_0_28_32_31_5_32-172-41.jpg
0187739463602-93_75-230&485_465&578-475&574_244&554_226&483_457&503-0_0_5_16_27_25_31-47-54.jpg,皖AFS317,皖AFS317,皖AFS317,True,0.8279,True,True,1.0,1.0,same,"[219, 483, 480, 578]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187739463602-93_75-230&485_465&578-475&574_244&554_226&483_457&503-0_0_5_16_27_25_31-47-54.jpg
0187871168583-88_89-173&360_407&440-415&422_188&443_174&373_401&352-0_0_30_7_27_30_30-141-51.jpg,皖A6H366,皖A6H366,皖A6H366,True,0.8373,True,True,1.0,1.0,same,"[168, 352, 420, 443]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187871168583-88_89-173&360_407&440-415&422_188&443_174&373_401&352-0_0_30_7_27_30_30-141-51.jpg
0187871168583-93_85-213&361_457&452-464&451_215&432_219&355_468&374-0_0_22_29_32_27_29-63-31.jpg,皖AY5835,皖AY5835,皖AY5835,True,0.8419,True,True,1.0,1.0,same,"[201, 352, 478, 455]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187871168583-93_85-213&361_457&452-464&451_215&432_219&355_468&374-0_0_22_29_32_27_29-63-31.jpg
0187931034483-90_84-156&455_383&537-396&547_170&533_162&458_388&472-0_0_32_29_23_29_26-89-32.jpg,皖A85Z52,皖A85Z52,皖A85Z52,True,0.8245,True,True,1.0,1.0,same,"[153, 456, 404, 549]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0187931034483-90_84-156&455_383&537-396&547_170&533_162&458_388&472-0_0_32_29_23_29_26-89-32.jpg
0188074712643-90_83-210&488_474&567-487&572_211&571_204&482_480&483-0_0_2_29_10_26_30-153-44.jpg,皖AC5L26,皖AC5L26,皖AC5L26,True,0.8283,True,True,1.0,1.0,same,"[195, 486, 493, 568]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0188074712643-90_83-210&488_474&567-487&572_211&571_204&482_480&483-0_0_2_29_10_26_30-153-44.jpg
0188362068966-89_83-144&525_392&613-399&607_163&596_137&512_373&523-0_0_11_33_29_25_27-51-17.jpg,皖AM9513,皖AM9513,皖AM9513,True,0.827,True,True,1.0,1.0,same,"[131, 511, 402, 611]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0188362068966-89_83-144&525_392&613-399&607_163&596_137&512_373&523-0_0_11_33_29_25_27-51-17.jpg
0188362068966-91_83-150&554_390&644-409&638_153&635_137&551_393&554-0_0_14_29_25_25_32-89-31.jpg,皖AQ5118,皖AQ5118,皖AQ5118,True,0.8309,True,True,1.0,1.0,same,"[131, 548, 412, 642]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0188362068966-91_83-150&554_390&644-409&638_153&635_137&551_393&554-0_0_14_29_25_25_32-89-31.jpg
0188362068966-96_75-244&510_461&599-477&607_252&570_231&496_456&533-0_0_0_33_33_32_5-121-24.jpg,皖AA998F,皖AA998F,皖AA998F,True,0.842,True,True,1.0,1.0,same,"[230, 505, 482, 609]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0188362068966-96_75-244&510_461&599-477&607_252&570_231&496_456&533-0_0_0_33_33_32_5-121-24.jpg
0188553639847-90_85-198&483_474&559-470&563_202&561_203&481_471&483-0_0_17_20_33_24_30-131-42.jpg,皖ATW906,皖ATW906,皖ATW906,True,0.8396,True,True,1.0,1.0,same,"[188, 477, 480, 567]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0188553639847-90_85-198&483_474&559-470&563_202&561_203&481_471&483-0_0_17_20_33_24_30-131-42.jpg
0188577586207-92_84-240&450_459&538-472&540_244&517_239&446_467&469-0_0_29_33_30_32_30-130-52.jpg,皖A59686,皖A59686,皖A59686,True,0.8377,True,True,1.0,1.0,same,"[232, 448, 477, 539]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0188577586207-92_84-240&450_459&538-472&540_244&517_239&446_467&469-0_0_29_33_30_32_30-130-52.jpg
0188697318007-99_70-163&580_387&674-396&693_176&654_166&580_386&619-0_0_15_21_27_30_30-83-39.jpg,皖ARX366,皖ARX366,皖ARX366,True,0.8281,True,True,1.0,1.0,same,"[159, 583, 402, 681]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0188697318007-99_70-163&580_387&674-396&693_176&654_166&580_386&619-0_0_15_21_27_30_30-83-39.jpg
0188721264367-88_91-285&358_526&458-528&431_287&448_283&366_524&349-0_2_10_23_29_29_24-85-19.jpg,皖CLZ550,皖CLZ550,皖CLZ550,True,0.8502,True,True,1.0,1.0,same,"[266, 350, 538, 455]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0188721264367-88_91-285&358_526&458-528&431_287&448_283&366_524&349-0_2_10_23_29_29_24-85-19.jpg
0188721264367-90_88-239&564_472&650-472&636_249&656_249&569_472&549-0_0_20_31_26_25_19-192-17.jpg,皖AW721V,皖AW721V,皖AW721V,True,0.8468,True,True,1.0,1.0,same,"[232, 555, 477, 656]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0188721264367-90_88-239&564_472&650-472&636_249&656_249&569_472&549-0_0_20_31_26_25_19-192-17.jpg
0188721264367-90_91-427&318_657&394-654&403_424&397_439&318_669&324-0_0_16_12_26_32_26-132-37.jpg,皖ASN282,皖ASN282,皖ASN282,True,0.8242,True,True,1.0,1.0,same,"[416, 316, 670, 406]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0188721264367-90_91-427&318_657&394-654&403_424&397_439&318_669&324-0_0_16_12_26_32_26-132-37.jpg
0188864942529-90_89-297&511_561&601-568&598_309&599_308&510_567&509-0_0_0_29_24_24_10-100-55.jpg,皖AA500L,皖AA500L,皖AA500L,True,0.8357,True,True,1.0,1.0,same,"[295, 505, 577, 603]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0188864942529-90_89-297&511_561&601-568&598_309&599_308&510_567&509-0_0_0_29_24_24_10-100-55.jpg
0189236111111-112_67-264&473_438&613-434&615_263&542_263&466_434&539-0_0_11_4_28_26_24-95-25.jpg,皖AME420,皖AME420,皖AME420,True,0.8539,True,True,1.0,1.0,same,"[254, 471, 448, 612]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189236111111-112_67-264&473_438&613-434&615_263&542_263&466_434&539-0_0_11_4_28_26_24-95-25.jpg
0189272030652-90_84-140&571_413&646-404&647_150&650_137&566_391&563-0_0_20_10_25_31_32-101-55.jpg,皖AWL178,皖AWL178,皖AWL178,True,0.8405,True,True,1.0,1.0,same,"[131, 559, 410, 654]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189272030652-90_84-140&571_413&646-404&647_150&650_137&566_391&563-0_0_20_10_25_31_32-101-55.jpg
0189295977012-90_84-217&482_501&559-494&571_228&566_221&483_487&488-0_0_2_33_29_33_3-127-36.jpg,皖AC959D,皖AC959D,皖AC959D,True,0.8348,True,True,1.0,1.0,same,"[213, 482, 500, 572]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189295977012-90_84-217&482_501&559-494&571_228&566_221&483_487&488-0_0_2_33_29_33_3-127-36.jpg
0189295977012-90_87-202&487_475&558-478&575_212&563_193&474_459&486-0_0_31_29_26_29_26-132-18.jpg,皖A75252,皖A75252,皖A75252,True,0.8404,True,True,1.0,1.0,same,"[192, 477, 483, 575]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189295977012-90_87-202&487_475&558-478&575_212&563_193&474_459&486-0_0_31_29_26_29_26-132-18.jpg
0189415708812-93_79-285&473_536&561-552&576_306&548_286&466_532&494-0_0_6_27_30_25_30-115-66.jpg,皖AG3616,皖AG3616,皖AG3616,True,0.838,True,True,1.0,1.0,same,"[292, 473, 550, 565]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189415708812-93_79-285&473_536&561-552&576_306&548_286&466_532&494-0_0_6_27_30_25_30-115-66.jpg
0189583333333-90_81-231&454_532&527-548&531_248&538_231&453_531&446-0_0_26_22_30_25_25-137-73.jpg,皖A2Y611,皖A2Y611,皖A2Y611,True,0.8295,True,True,1.0,1.0,same,"[227, 449, 545, 527]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189583333333-90_81-231&454_532&527-548&531_248&538_231&453_531&446-0_0_26_22_30_25_25-137-73.jpg
0189607279693-93_87-254&487_494&586-494&579_259&561_256&482_491&500-0_0_16_33_30_26_8-44-18.jpg,皖AS962J,皖AS962J,皖AS962J,True,0.8321,True,True,1.0,1.0,same,"[241, 482, 505, 584]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189607279693-93_87-254&487_494&586-494&579_259&561_256&482_491&500-0_0_16_33_30_26_8-44-18.jpg
0189655172414-92_85-262&510_498&587-497&596_265&571_262&499_494&524-10_0_20_29_32_24_7-162-72.jpg,苏AW580H,苏AW580H,苏AW580H,True,0.8433,True,True,1.0,1.0,same,"[253, 501, 502, 597]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189655172414-92_85-262&510_498&587-497&596_265&571_262&499_494&524-10_0_20_29_32_24_7-162-72.jpg
0189667145593-93_84-204&488_437&583-436&580_201&560_198&485_433&505-0_0_17_15_24_26_25-158-36.jpg,皖ATR021,皖ATR021,皖ATR021,True,0.84,True,True,1.0,1.0,same,"[189, 487, 442, 585]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189667145593-93_84-204&488_437&583-436&580_201&560_198&485_433&505-0_0_17_15_24_26_25-158-36.jpg
0189667145593-94_76-205&475_436&557-450&569_225&550_198&475_423&494-0_0_10_26_8_33_33-115-23.jpg,皖AL2J99,皖AL2J99,皖AL2J99,True,0.8364,True,True,1.0,1.0,same,"[200, 478, 451, 572]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189667145593-94_76-205&475_436&557-450&569_225&550_198&475_423&494-0_0_10_26_8_33_33-115-23.jpg
0189703065134-89_86-259&394_515&472-506&470_269&482_261&406_498&394-0_0_0_26_18_24_32-140-62.jpg,皖AA2U08,皖AA2U08,皖AA2U08,True,0.8293,True,True,1.0,1.0,same,"[254, 397, 511, 481]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189703065134-89_86-259&394_515&472-506&470_269&482_261&406_498&394-0_0_0_26_18_24_32-140-62.jpg
0189703065134-90_90-264&452_517&531-499&533_264&530_271&452_506&455-0_0_26_23_24_26_24-108-30.jpg,皖A2Z020,皖A2Z020,皖A2Z020,True,0.8364,True,True,1.0,1.0,same,"[254, 451, 512, 535]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189703065134-90_90-264&452_517&531-499&533_264&530_271&452_506&455-0_0_26_23_24_26_24-108-30.jpg
0189894636015-90_88-159&476_446&553-442&571_168&564_179&467_453&474-0_0_23_33_20_31_32-116-90.jpg,皖AZ9W78,皖AZ9W78,皖AZ9W78,True,0.844,True,True,1.0,1.0,same,"[155, 471, 454, 562]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0189894636015-90_88-159&476_446&553-442&571_168&564_179&467_453&474-0_0_23_33_20_31_32-116-90.jpg
0190086206897-85_95-409&470_638&562-645&544_411&565_407&483_641&462-0_0_21_31_25_24_23-168-13.jpg,皖AX710Z,皖AX710Z,皖AX710Z,True,0.8414,True,True,1.0,1.0,same,"[394, 465, 652, 566]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0190086206897-85_95-409&470_638&562-645&544_411&565_407&483_641&462-0_0_21_31_25_24_23-168-13.jpg
0190181992338-94_81-173&487_403&586-418&589_185&562_177&485_410&512-0_0_21_31_29_27_21-57-23.jpg,皖AX753X,皖AX753X,皖AX753X,True,0.8402,True,True,1.0,1.0,same,"[167, 487, 426, 593]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0190181992338-94_81-173&487_403&586-418&589_185&562_177&485_410&512-0_0_21_31_29_27_21-57-23.jpg
0190469348659-82_98-266&484_475&596-488&561_264&614_261&523_485&470-0_0_22_25_31_25_10-104-12.jpg,皖AY171L,皖AY171L,皖AY171L,True,0.845,True,True,1.0,1.0,same,"[245, 479, 495, 607]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0190469348659-82_98-266&484_475&596-488&561_264&614_261&523_485&470-0_0_22_25_31_25_10-104-12.jpg
0190469348659-84_94-295&550_500&646-499&619_296&645_300&574_503&548-0_0_3_33_16_24_24-141-36.jpg,皖AD9S00,皖AD9S00,皖AD9S00,True,0.8394,True,True,1.0,1.0,same,"[281, 548, 509, 649]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0190469348659-84_94-295&550_500&646-499&619_296&645_300&574_503&548-0_0_3_33_16_24_24-141-36.jpg
0190469348659-95_84-202&470_408&567-415&581_201&541_197&464_411&504-0_7_2_28_32_30_32-121-20.jpg,皖HC4868,皖HC4868,皖HC4868,True,0.848,True,True,1.0,1.0,same,"[190, 465, 425, 583]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0190469348659-95_84-202&470_408&567-415&581_201&541_197&464_411&504-0_7_2_28_32_30_32-121-20.jpg
0190493295019-93_89-173&486_409&579-401&582_183&558_189&485_407&509-0_0_5_31_26_30_18-43-10.jpg,皖AF726U,皖AF726U,皖AF726U,True,0.8236,True,True,1.0,1.0,same,"[167, 485, 415, 581]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0190493295019-93_89-173&486_409&579-401&582_183&558_189&485_407&509-0_0_5_31_26_30_18-43-10.jpg
019061302682-96_85-170&520_380&623-386&622_175&589_173&516_384&549-0_0_24_30_32_23_30-84-58.jpg,皖A068Z6,皖A068Z6,皖A068Z6,True,0.8454,True,True,1.0,1.0,same,"[163, 515, 397, 626]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\019061302682-96_85-170&520_380&623-386&622_175&589_173&516_384&549-0_0_24_30_32_23_30-84-58.jpg
0190625-90_84-235&560_515&632-516&638_232&629_235&546_519&555-0_0_11_14_29_29_30-53-17.jpg,皖AMQ556,皖AMQ556,皖AMQ556,True,0.8287,True,True,1.0,1.0,same,"[217, 545, 526, 637]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0190625-90_84-235&560_515&632-516&638_232&629_235&546_519&555-0_0_11_14_29_29_30-53-17.jpg
0190732758621-90_75-289&454_574&526-575&543_295&533_274&446_554&456-0_0_0_29_29_30_32-78-14.jpg,皖AA5568,皖AA5568,皖AA5568,True,0.84,True,True,1.0,1.0,same,"[271, 447, 576, 546]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0190732758621-90_75-289&454_574&526-575&543_295&533_274&446_554&456-0_0_0_29_29_30_32-78-14.jpg
0190804597702-90_94-188&631_449&698-449&713_184&711_187&623_452&625-0_0_24_24_28_4_28-124-31.jpg,皖A004E4,皖A004E4,皖A004E4,True,0.8399,True,True,1.0,1.0,same,"[172, 623, 458, 715]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0190804597702-90_94-188&631_449&698-449&713_184&711_187&623_452&625-0_0_24_24_28_4_28-124-31.jpg
0191091954023-90_91-209&487_468&566-490&566_211&577_209&489_488&478-0_0_1_17_32_31_32-98-27.jpg,皖ABT878,皖ABT878,皖ABT878,True,0.8363,True,True,1.0,1.0,same,"[194, 479, 496, 580]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0191091954023-90_91-209&487_468&566-490&566_211&577_209&489_488&478-0_0_1_17_32_31_32-98-27.jpg
0191271551724-90_90-205&437_441&522-434&512_214&522_219&441_439&431-0_0_8_8_30_29_26-110-36.jpg,皖AJJ652,皖AJJ652,皖AJJ652,True,0.8301,True,True,1.0,1.0,same,"[201, 431, 443, 524]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0191271551724-90_90-205&437_441&522-434&512_214&522_219&441_439&431-0_0_8_8_30_29_26-110-36.jpg
0191355363985-90_88-230&510_519&601-531&591_246&597_244&517_529&511-0_0_32_24_30_20_30-27-25.jpg,皖A806W6,皖A806W6,皖A806W6,True,0.8359,True,True,1.0,1.0,same,"[225, 507, 543, 604]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0191355363985-90_88-230&510_519&601-531&591_246&597_244&517_529&511-0_0_32_24_30_20_30-27-25.jpg
0191379310345-91_88-203&448_445&536-448&536_212&524_208&449_444&461-0_0_2_28_31_32_25-71-45.jpg,皖AC4781,皖AC4781,皖AC4781,True,0.8366,True,True,1.0,1.0,same,"[195, 448, 459, 540]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0191379310345-91_88-203&448_445&536-448&536_212&524_208&449_444&461-0_0_2_28_31_32_25-71-45.jpg
0191451149426-89_85-127&545_395&635-391&621_121&627_120&545_390&539-0_0_31_24_16_33_26-82-88.jpg,皖A70S92,皖A70S92,皖A70S92,True,0.8323,True,True,1.0,1.0,same,"[103, 536, 400, 632]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0191451149426-89_85-127&545_395&635-391&621_121&627_120&545_390&539-0_0_31_24_16_33_26-82-88.jpg
0191451149426-90_82-79&429_341&505-352&516_78&512_60&420_334&424-0_0_19_32_32_27_27-96-22.jpg,皖AV8833,皖AV8833,皖AV8833,True,0.819,True,True,1.0,1.0,same,"[64, 427, 347, 508]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0191451149426-90_82-79&429_341&505-352&516_78&512_60&420_334&424-0_0_19_32_32_27_27-96-22.jpg
0191451149426-90_89-210&527_471&612-481&615_207&607_213&516_487&524-0_0_7_31_24_27_11-111-66.jpg,皖AH703M,皖AH703M,皖AH703M,True,0.8473,True,True,1.0,1.0,same,"[192, 516, 495, 618]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0191451149426-90_89-210&527_471&612-481&615_207&607_213&516_487&524-0_0_7_31_24_27_11-111-66.jpg
0191570881226-91_81-161&322_441&396-431&403_168&397_146&313_409&319-10_3_5_29_24_25_2-142-29.jpg,苏DF501C,苏DF501C,苏DF501C,True,0.8322,True,True,1.0,1.0,same,"[140, 312, 437, 405]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0191570881226-91_81-161&322_441&396-431&403_168&397_146&313_409&319-10_3_5_29_24_25_2-142-29.jpg
0191570881226-91_91-309&648_582&714-575&728_317&720_329&644_587&652-0_0_7_25_9_30_33-132-26.jpg,皖AH1K69,皖AH1K69,皖AH1K69,True,0.8376,True,True,1.0,1.0,same,"[308, 640, 589, 731]",E:\11xuexi\sx1\2gd\9\Sampling_of_CCPD_files\compare_ocr_results\0191570881226-91_91-309&648_582&714-575&728_317&720_329&644_587&652-0_0_7_25_9_30_33-132-26.jpg
